id,league,season,venue,referee,home_team,away_team,date,timezone,half_time_score_home,half_time_score_away,half_time_winner,full_time_score_home,full_time_score_away,full_time_winner
871365,78,2022,11899,S. Stegemann,164,167,2023-03-04T08:30:00-06:00,America/Costa_Rica,1,0,home,1,0,home
871369,78,2022,698,F. Zwayer,170,162,2023-03-04T08:30:00-06:00,America/Costa_Rica,1,1,tie,2,1,home
871368,78,2022,751,F. Brych,176,174,2023-03-04T08:30:00-06:00,America/Costa_Rica,0,1,away,0,2,away
871364,78,2022,748,T. Stieler,182,192,2023-03-04T08:30:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
871370,78,2022,750,C. Dingert,172,157,2023-03-04T11:30:00-06:00,America/Costa_Rica,0,1,away,1,2,away
871363,78,2022,699,P. Ittrich,168,159,2023-03-05T08:30:00-06:00,America/Costa_Rica,2,0,home,4,1,home
871367,78,2022,752,D. Schlager,161,169,2023-03-05T10:30:00-06:00,America/Costa_Rica,2,2,tie,2,2,tie
871374,78,2022,731,T. Welz,192,176,2023-03-10T13:30:00-06:00,America/Costa_Rica,0,1,away,0,2,away
871371,78,2022,700,F. Badstübner,157,170,2023-03-11T08:30:00-06:00,America/Costa_Rica,4,1,home,5,3,home
871377,78,2022,694,B. Cortus,159,164,2023-03-11T08:30:00-06:00,America/Costa_Rica,1,0,home,1,1,tie
871375,78,2022,10491,R. Hartmann,169,172,2023-03-11T08:30:00-06:00,America/Costa_Rica,0,0,tie,1,1,tie
871372,78,2022,738,M. Jöllenbeck,173,163,2023-03-11T08:30:00-06:00,America/Costa_Rica,0,0,tie,3,0,home
871378,78,2022,741,M. Fritz,174,165,2023-03-11T11:30:00-06:00,America/Costa_Rica,0,1,away,2,2,tie
871373,78,2022,12717,H. Osmers,160,167,2023-03-12T08:30:00-06:00,America/Costa_Rica,1,0,home,2,1,home
871379,78,2022,755,D. Aytekin,162,168,2023-03-12T10:30:00-06:00,America/Costa_Rica,1,1,tie,2,3,away
871376,78,2022,752,R. Schröder,161,182,2023-03-12T12:30:00-06:00,America/Costa_Rica,0,0,tie,1,1,tie
871385,78,2022,703,T. Reichel,163,162,2023-03-17T13:30:00-06:00,America/Costa_Rica,0,0,tie,2,2,tie
871384,78,2022,724,F. Willenborg,167,159,2023-03-18T08:30:00-06:00,America/Costa_Rica,2,0,home,3,1,home
871387,78,2022,698,D. Schlager,170,174,2023-03-18T08:30:00-06:00,America/Costa_Rica,0,0,tie,1,1,tie
871388,78,2022,750,F. Brych,172,161,2023-03-18T08:30:00-06:00,America/Costa_Rica,0,0,tie,0,1,away
871386,78,2022,751,S. Stegemann,176,173,2023-03-18T08:30:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
